
# ====================================
read_data       Output/data.2T-SiC_Modelled
Reading data file ...
  orthogonal box = (0 0 0) to (87.2 87.2 87.2)
  1 by 2 by 2 MPI processor grid
  reading atoms ...
  64000 atoms
  reading velocities ...
  64000 velocities
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     0 = max # of 1-2 neighbors
     0 = max # of 1-3 neighbors
     0 = max # of 1-4 neighbors
     1 = max # of special neighbors
  special bonds CPU = 0.004 seconds
  read_data CPU = 0.329 seconds
group           Center type 1 2
41089 atoms in group Center
group           Perim  type 3 4
22911 atoms in group Perim
# ====================================
pair_style      gw/zbl
pair_coeff      * *  potential/SiC.gw.zbl   C  Si   C   Si    C
Reading gw/zbl potential file potential/SiC.gw.zbl with DATE: 2016-05-06

# -- OR ---
# pair_style      tersoff/zbl
# pair_coeff      * *  potential/SiC.tersoff.zbl   C  Si   C   Si    C

# ====================================
velocity        all create 300 5287287
thermo_style    custom step temp epair press ke atoms time
thermo          50
thermo_modify   lost warn

######################################
# DUMP

dump            DUMP1 all custom 50 Output/dump-2T-SiC-GW-${trial}.lammpstrj id type xs ys zs x y z vx vy vz
dump            DUMP1 all custom 50 Output/dump-2T-SiC-GW-1.lammpstrj id type xs ys zs x y z vx vy vz
# dump            DUMP2 all yaml   50 Output/dump-2T-SiC-GW-${trial}.yaml id type x y z vx vy vz
# dump_modify     DUMP2 time yes units yes thermo yes

# -------------------------------------
fix             N1 all    npt temp 300 300 0.1 iso 0 0 0.1
run             4000
Neighbor list info ...
  update every 10 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 5
  ghost atom cutoff = 5
  binsize = 2.5, bins = 35 35 35
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair gw/zbl, perpetual
      attributes: full, newton on
      pair build: full/bin
      stencil: full/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 19.12 | 19.12 | 19.12 Mbytes
   Step          Temp          E_pair         Press          KinEng        Atoms         Time     
     28300   360.33404     -407027.69      2608.5979      2980.8706          64000   22.745853    
     28350   360.42614     -407032.77      2348.3082      2981.6325          64000   22.771606    
     28400   358.37887     -407019.37      2260.9261      2964.6964          64000   22.79736     
     28450   358.72566     -407025.98      1978.3652      2967.5652          64000   22.820875    
     28500   359.5205      -407035.72      2117.9138      2974.1405          64000   22.844391    
     28550   357.92776     -407027.17      1951.5973      2960.9646          64000   22.872359    
     28600   359.95318     -407049.16      1904.3488      2977.7199          64000   22.900327    
     28650   359.73416     -407052.8       1995.7828      2975.908           64000   22.924878    
     28700   358.22771     -407047.48      1987.4624      2963.4459          64000   22.949429    
     28750   358.04243     -407051.67      2010.1503      2961.9132          64000   22.978074    
     28800   357.44804     -407052.68      1957.337       2956.9961          64000   23.006719    
     28850   354.41175     -407031.21      2001.6358      2931.8783          64000   23.027479    
     28900   356.16439     -407049.32      2123.3447      2946.377           64000   23.048238    
     28950   357.28561     -407063.27      2081.8565      2955.6523          64000   23.0731      
     29000   356.13108     -407057.27      2123.8723      2946.1015          64000   23.097961    
     29050   355.26759     -407054.18      2019.1044      2938.9582          64000   23.122819    
     29100   357.9544      -407080.97      2164.2934      2961.1849          64000   23.147677    
     29150   357.37118     -407082.53      2192.6849      2956.3603          64000   23.173432    
     29200   355.12519     -407070.62      2045.4056      2937.7802          64000   23.199187    
     29250   357.73949     -407099.07      2258.9291      2959.4071          64000   23.225399    
     29300   353.37635     -407069.22      1852.283       2923.3129          64000   23.25161     
     29350   354.44529     -407083.18      2144.9884      2932.1558          64000   23.279994    
     29400   355.46909     -407098.01      2158.9468      2940.6252          64000   23.308378    
     29450   353.14622     -407083.92      2259.8417      2921.4092          64000   23.338604    
     29500   351.39212     -407074.62      2361.0891      2906.8983          64000   23.368829    
     29550   349.95846     -407066.35      2455.4037      2895.0383          64000   23.394658    
     29600   348.78131     -407060.29      2513.2926      2885.3004          64000   23.420487    
     29650   349.45122     -407067.8       2349.067       2890.8422          64000   23.451604    
     29700   352.93982     -407102.4       2306.2099      2919.7017          64000   23.482721    
     29750   353.27471     -407110.01      2031.1317      2922.4721          64000   23.511479    
     29800   352.94187     -407112.34      2111.8535      2919.7187          64000   23.540236    
     29850   353.61009     -407124.28      1946.4287      2925.2466          64000   23.567808    
     29900   351.5711      -407112.05      1964.3786      2908.379           64000   23.595379    
     29950   351.94281     -407119.98      1969.0724      2911.454           64000   23.62667     
     30000   349.45261     -407104.49      2042.2207      2890.8537          64000   23.657961    
     30050   350.72543     -407119.37      1963.6586      2901.3832          64000   23.682706    
     30100   349.09057     -407109.49      2046.9731      2887.8587          64000   23.707452    
     30150   347.91065     -407103.94      1772.8584      2878.0978          64000   23.737102    
     30200   350.00309     -407126.75      1661.6636      2895.4075          64000   23.766753    
     30250   352.50632     -407155.12      1638.3466      2916.1156          64000   23.796       
     30300   349.61679     -407136.97      1626.8506      2892.2119          64000   23.825247    
     30350   349.5107      -407141.45      1943.7779      2891.3343          64000   23.85566     
     30400   345.83359     -407115.35      1893.9818      2860.9153          64000   23.886073    
     30450   346.52176     -407122.41      1922.5142      2866.6082          64000   23.908301    
     30500   348.4727      -407141.46      1953.1351      2882.7474          64000   23.930529    
     30550   347.36074     -407135.26      1931.5948      2873.5487          64000   23.955971    
     30600   346.49994     -407131.85      1799.0288      2866.4277          64000   23.981413    
     30650   346.74128     -407137.56      1805.4331      2868.4242          64000   24.007604    
     30700   348.69092     -407157.59      1927.0749      2884.5526          64000   24.033796    
     30750   345.39539     -407135.48      1796.2905      2857.2903          64000   24.063564    
     30800   346.77355     -407150.88      2068.1433      2868.6911          64000   24.093333    
     30850   347.81514     -407165.87      2073.3636      2877.3077          64000   24.122229    
     30900   347.3191      -407168.48      2028.8394      2873.2042          64000   24.151126    
     30950   346.98163     -407172         1827.0998      2870.4124          64000   24.180494    
     31000   345.63324     -407166.65      1782.7636      2859.2579          64000   24.209862    
     31050   346.66387     -407178.89      1826.2398      2867.7838          64000   24.233232    
     31100   344.48007     -407163.64      1774.8698      2849.7183          64000   24.256603    
     31150   342.64521     -407150.3       1704.2856      2834.5393          64000   24.290407    
     31200   343.92274     -407164.05      1776.2955      2845.1078          64000   24.324212    
     31250   343.49564     -407162.99      1917.5868      2841.5746          64000   24.354635    
     31300   342.86371     -407161.32      1794.1671      2836.3469          64000   24.385057    
     31350   342.7481      -407163.44      1678.8456      2835.3905          64000   24.414896    
     31400   341.99986     -407159.42      1810.0442      2829.2007          64000   24.444734    
     31450   344.40336     -407183.12      1800.1414      2849.0837          64000   24.476197    
     31500   345.36324     -407194.76      1946.7985      2857.0243          64000   24.507659    
     31550   344.15368     -407189.8       1921.4553      2847.0182          64000   24.539155    
     31600   342.34174     -407178.86      1942.5772      2832.0289          64000   24.570651    
     31650   342.29691     -407181.71      2009.5654      2831.6581          64000   24.602659    
     31700   341.65865     -407178.49      1967.7111      2826.3781          64000   24.634666    
     31750   341.92178     -407184.54      1911.9896      2828.5547          64000   24.661944    
     31800   341.26813     -407181.8       1907.5733      2823.1474          64000   24.689222    
     31850   342.1214      -407190.52      1914.0156      2830.2062          64000   24.719171    
     31900   345.78208     -407225.35      2006.8154      2860.4892          64000   24.74912     
     31950   342.22245     -407199.19      1791.189       2831.0421          64000   24.779281    
     32000   341.81977     -407198.9       1621.9808      2827.7109          64000   24.809441    
     32050   340.03406     -407185.76      1476.7764      2812.9386          64000   24.841154    
     32100   339.00789     -407181.05      1317.8211      2804.4495          64000   24.872866    
     32150   340.19682     -407194.16      1167.0139      2814.285           64000   24.904015    
     32200   340.00606     -407195.11      1033.1853      2812.7069          64000   24.935164    
     32250   338.00619     -407181.35      1003.7315      2796.163           64000   24.967857    
     32300   341.72056     -407213.51      1229.8896      2826.8901          64000   25.00055     
     32350   341.89727     -407218.85      1541.9289      2828.352           64000   25.033696    
     32400   341.97097     -407226.03      1635.4846      2828.9617          64000   25.066843    
     32450   340.11581     -407215.72      1860.5075      2813.6149          64000   25.099382    
     32500   340.44717     -407223.22      1918.6979      2816.356           64000   25.131922    
     32550   338.06162     -407206.97      1840.9455      2796.6215          64000   25.158253    
     32600   339.30154     -407221.03      1812.4504      2806.8788          64000   25.184585    
     32650   337.39072     -407208.92      1691.6581      2791.0715          64000   25.218382    
     32700   338.96495     -407225.92      1837.5154      2804.0943          64000   25.252179    
     32750   336.16343     -407205.62      1472.0068      2780.9187          64000   25.284513    
     32800   336.90125     -407213.6       1698.3176      2787.0224          64000   25.316847    
     32850   338.49689     -407231.88      1679.5495      2800.2223          64000   25.346499    
     32900   337.34973     -407226.73      1581.3421      2790.7324          64000   25.37615     
     32950   336.77934     -407226.28      1658.1837      2786.0139          64000   25.411174    
     33000   335.83441     -407221.83      1720.5733      2778.1969          64000   25.446198    
     33050   335.13932     -407220.56      1698.3115      2772.4468          64000   25.481399    
     33100   335.75659     -407230.51      1813.5673      2777.5531          64000   25.516599    
     33150   335.7325      -407233.47      1568.7079      2777.3538          64000   25.547544    
     33200   337.28273     -407250.76      1604.8721      2790.1781          64000   25.578489    
     33250   336.35073     -407248.04      1354.1653      2782.4681          64000   25.612036    
     33300   336.03161     -407249.57      1406.3924      2779.8282          64000   25.645584    
     33350   335.28605     -407248.87      1241.6262      2773.6605          64000   25.681408    
     33400   335.12028     -407251.54      1312.4793      2772.2892          64000   25.717232    
     33450   334.17618     -407247.2       1417.7025      2764.4792          64000   25.752468    
     33500   335.96652     -407264.97      1699.4925      2779.2897          64000   25.787704    
     33550   332.11284     -407235.69      1528.0957      2747.4102          64000   25.823199    
     33600   332.17035     -407237.19      1592.4149      2747.8859          64000   25.858693    
     33650   331.9804      -407237.24      1572.8372      2746.3145          64000   25.888139    
     33700   332.9897      -407248.53      1394.8337      2754.6639          64000   25.917585    
     33750   334.71765     -407265.74      1419.2616      2768.9585          64000   25.950619    
     33800   335.52262     -407276.2       1461.1227      2775.6176          64000   25.983653    
     33850   335.24549     -407278.87      1359.794       2773.325           64000   26.019228    
     33900   333.70619     -407269.91      1328.3417      2760.5911          64000   26.054802    
     33950   332.39984     -407262.19      1302.559       2749.7843          64000   26.087985    
     34000   333.43494     -407274.15      1372.5033      2758.3472          64000   26.121168    
     34050   332.44213     -407268.58      1420.0124      2750.1342          64000   26.155137    
     34100   333.43548     -407279.07      1557.6988      2758.3517          64000   26.189106    
     34150   332.901       -407277.93      1530.151       2753.9302          64000   26.224241    
     34200   330.32291     -407259.09      1305.8358      2732.6029          64000   26.259376    
     34250   333.53962     -407288.45      1560.8217      2759.2132          64000   26.293667    
     34300   330.54972     -407267.54      1606.8964      2734.4792          64000   26.327957    
     34350   330.62628     -407270.33      1586.975       2735.1125          64000   26.361427    
     34400   330.49504     -407270.6       1672.7688      2734.0268          64000   26.394897    
     34450   330.29742     -407272.27      1731.353       2732.392           64000   26.429408    
     34500   329.36805     -407268.26      1581.6901      2724.7038          64000   26.463919    
     34550   331.23756     -407286.98      1526.6092      2740.1693          64000   26.495416    
     34600   330.16093     -407280.31      1423.8808      2731.2629          64000   26.526913    
     34650   331.95793     -407297.16      1599.3041      2746.1286          64000   26.559346    
     34700   332.30078     -407304.34      1467.8708      2748.9649          64000   26.59178     
     34750   330.266       -407291.63      1418.2931      2732.1321          64000   26.624762    
     34800   331.76737     -407307.33      1568.7021      2744.5522          64000   26.657744    
     34850   329.91089     -407294.72      1603.3896      2729.1944          64000   26.692519    
     34900   328.55745     -407285.14      1373.5765      2717.9981          64000   26.727294    
     34950   328.99413     -407292.08      1124.0059      2721.6105          64000   26.759815    
     35000   328.45749     -407290.49      1132.9665      2717.1712          64000   26.792335    
     35050   328.74052     -407295.11      869.84337      2719.5125          64000   26.824462    
     35100   328.50769     -407296.24      929.28539      2717.5865          64000   26.856589    
     35150   328.89309     -407301.33      1044.036       2720.7747          64000   26.891362    
     35200   329.0113      -407304.29      1321.0994      2721.7525          64000   26.926135    
     35250   329.92005     -407314.93      1416.1276      2729.2703          64000   26.962352    
     35300   329.86996     -407317.73      1502.7459      2728.8559          64000   26.998569    
     35350   328.97909     -407313.05      1450.9222      2721.4861          64000   27.033147    
     35400   328.09573     -407307.8       1571.1978      2714.1785          64000   27.067725    
     35450   328.14357     -407310.76      1560.0328      2714.5742          64000   27.100334    
     35500   328.49735     -407317.34      1560.7777      2717.5009          64000   27.132942    
     35550   327.31086     -407311.04      1544.1156      2707.6856          64000   27.166107    
     35600   327.95746     -407321.2       1547.4806      2713.0347          64000   27.199272    
     35650   328.32869     -407327.79      1449.0408      2716.1056          64000   27.233988    
     35700   326.80476     -407317.51      1418.8697      2703.4989          64000   27.268704    
     35750   326.13313     -407313.99      1385.707       2697.9428          64000   27.303628    
     35800   324.35016     -407300.37      1238.5438      2683.1932          64000   27.338551    
     35850   323.33689     -407292.52      1301.8434      2674.8109          64000   27.371061    
     35900   326.19262     -407317.3       1346.0663      2698.435           64000   27.403571    
     35950   326.08917     -407318.66      1211.2039      2697.5792          64000   27.441027    
     36000   326.60308     -407326.62      1348.1934      2701.8306          64000   27.478482    
     36050   328.88968     -407350.06      1560.5249      2720.7464          64000   27.516332    
     36100   327.68576     -407345.05      1530.4855      2710.787           64000   27.554181    
     36150   326.35169     -407337.89      1566.1686      2699.7509          64000   27.587825    
     36200   326.61387     -407343.15      1743.3716      2701.9198          64000   27.621469    
     36250   323.61041     -407320.81      1409.1665      2677.0736          64000   27.657598    
     36300   325.38196     -407337.16      1432.4316      2691.7288          64000   27.693727    
     36350   323.92314     -407326.09      1120.0547      2679.6606          64000   27.730833    
     36400   325.94185     -407343.65      1197.6958      2696.3605          64000   27.767938    
     36450   325.44324     -407341.27      1158.5526      2692.2357          64000   27.802451    
     36500   324.29238     -407334.06      1146.354       2682.7152          64000   27.836965    
     36550   325.50508     -407347.18      1376.0498      2692.7473          64000   27.87522     
     36600   323.30812     -407330.46      1288.9037      2674.5729          64000   27.913475    
     36650   324.27098     -407339.33      1252.5535      2682.5382          64000   27.949918    
     36700   324.3892      -407341.97      1235.196       2683.5161          64000   27.986361    
     36750   323.66043     -407338.38      1306.8706      2677.4874          64000   28.022961    
     36800   324.1803      -407347.21      1294.6076      2681.788           64000   28.05956     
     36850   323.6398      -407346.05      1250.6529      2677.3167          64000   28.097135    
     36900   324.24076     -407353.12      1427.9937      2682.2882          64000   28.13471     
     36950   323.72101     -407351.74      1442.8644      2677.9885          64000   28.167562    
     37000   323.40314     -407350.92      1358.6334      2675.359           64000   28.200414    
     37050   322.50607     -407344.96      1453.1496      2667.9379          64000   28.239608    
     37100   321.00827     -407334.62      1601.7387      2655.5473          64000   28.278803    
     37150   320.08695     -407326.98      1587.7416      2647.9257          64000   28.315699    
     37200   320.07792     -407326.51      1557.7491      2647.851           64000   28.352595    
     37250   322.67884     -407349.32      1545.4241      2669.3671          64000   28.389886    
     37300   322.57507     -407350.18      1296.6944      2668.5087          64000   28.427177    
     37350   324.21204     -407365.23      1455.8543      2682.0506          64000   28.463223    
     37400   324.19695     -407367.12      1254.1615      2681.9257          64000   28.499268    
     37450   323.14184     -407360.52      1255.7966      2673.1974          64000   28.534326    
     37500   323.50441     -407365.75      1308.4065      2676.1967          64000   28.569384    
     37550   322.12394     -407357.45      1230.4803      2664.7767          64000   28.606786    
     37600   322.59941     -407363.79      1308.0758      2668.7101          64000   28.644188    
     37650   323.04221     -407369.51      1247.0204      2672.3732          64000   28.67949     
     37700   322.82588     -407370.14      1379.5102      2670.5836          64000   28.714791    
     37750   322.01452     -407365.3       1216.6922      2663.8716          64000   28.752127    
     37800   321.52562     -407362.43      1265.4561      2659.8272          64000   28.789462    
     37850   320.71849     -407356.99      1169.5286      2653.1501          64000   28.825319    
     37900   320.38906     -407354.73      1251.5693      2650.4249          64000   28.861176    
     37950   321.35584     -407363.57      1239.977       2658.4226          64000   28.89715     
     38000   321.23407     -407363.45      1283.3856      2657.4153          64000   28.933124    
     38050   322.78594     -407379.85      1353.1203      2670.2532          64000   28.97201     
     38100   322.71213     -407384.4       1478.8519      2669.6426          64000   29.010896    
     38150   322.14487     -407383.26      1435.1083      2664.9499          64000   29.043256    
     38200   319.67657     -407366.14      1477.026       2644.5309          64000   29.075615    
     38250   320.92221     -407379.8       1433.9993      2654.8354          64000   29.109246    
     38300   320.71988     -407380.07      1363.9573      2653.1616          64000   29.142877    
     38350   319.13183     -407368.54      1228.7419      2640.0244          64000   29.177027    
     38400   319.41799     -407371.9       1361.6252      2642.3917          64000   29.211178    
     38450   318.66805     -407367.01      1293.7456      2636.1878          64000   29.248797    
     38500   317.81381     -407360.28      1304.6478      2629.1211          64000   29.286416    
     38550   318.90902     -407369.59      1435.8         2638.1812          64000   29.322435    
     38600   318.61986     -407367.38      1425.0705      2635.7891          64000   29.358454    
     38650   319.35996     -407375.27      1398.8278      2641.9117          64000   29.396227    
     38700   318.55319     -407371.71      1316.2291      2635.2377          64000   29.434       
     38750   320.94978     -407393.59      1446.4839      2655.0635          64000   29.467633    
     38800   319.63265     -407385.01      1426.0633      2644.1675          64000   29.501267    
     38850   318.52463     -407376.68      1513.9145      2635.0013          64000   29.538891    
     38900   317.89118     -407372.18      1479.4588      2629.7611          64000   29.576516    
     38950   318.67617     -407379.68      1384.761       2636.255           64000   29.611798    
     39000   320.71668     -407398.26      1420.6242      2653.1351          64000   29.647081    
     39050   318.70645     -407383.25      1296.2844      2636.5055          64000   29.685533    
     39100   318.17604     -407378.68      1294.6867      2632.1176          64000   29.723986    
     39150   316.53471     -407366.7       1133.4904      2618.5397          64000   29.762267    
     39200   317.72876     -407377.18      1141.3327      2628.4176          64000   29.800548    
     39250   315.65249     -407362.13      1060.8392      2611.2415          64000   29.838852    
     39300   319.34726     -407394.39      1193.2426      2641.8066          64000   29.877156    
     39350   318.33444     -407388.92      1082.9341      2633.428           64000   29.915893    
     39400   319.90304     -407405.38      1290.6812      2646.4043          64000   29.954631    
     39450   318.8565      -407401.75      1328.182       2637.7468          64000   29.993002    
     39500   318.23619     -407399.26      1356.6208      2632.6152          64000   30.031372    
     39550   318.42352     -407403.36      1466.5597      2634.165           64000   30.061798    
     39600   317.54951     -407398.13      1496.058       2626.9347          64000   30.092223    
     39650   317.12063     -407396.73      1598.3788      2623.3868          64000   30.129719    
     39700   315.61686     -407384.72      1430.3042      2610.9468          64000   30.167215    
     39750   317.20479     -407399.43      1463.5487      2624.0829          64000   30.20434     
     39800   316.16122     -407393.72      1370.5942      2615.45            64000   30.241465    
     39850   316.69917     -407399.98      1520.6018      2619.9002          64000   30.276851    
     39900   316.42335     -407398.75      1465.6376      2617.6185          64000   30.312237    
     39950   316.72255     -407400.88      1361.5488      2620.0936          64000   30.346374    
     40000   316.62956     -407400.58      1400.203       2619.3243          64000   30.380511    
     40050   316.14722     -407396.75      1174.3945      2615.3342          64000   30.415764    
     40100   316.79498     -407404.29      1383.0515      2620.6928          64000   30.451018    
     40150   315.89291     -407398.14      1369.2774      2613.2304          64000   30.488629    
     40200   316.50343     -407406.18      1300.3262      2618.281           64000   30.52624     
     40250   317.05383     -407412.64      1144.3329      2622.8342          64000   30.562688    
     40300   316.03216     -407406.68      1128.6392      2614.3823          64000   30.599137    
     40350   317.01809     -407416.35      1303.5091      2622.5385          64000   30.636139    
     40400   315.61326     -407406.26      1264.2006      2610.917           64000   30.673141    
     40450   314.8011      -407398.12      1359.2523      2604.1984          64000   30.711132    
     40500   315.40369     -407403.6       1575.8252      2609.1834          64000   30.749123    
     40550   315.56024     -407405.32      1409.2674      2610.4784          64000   30.787833    
     40600   315.48156     -407404.98      1254.2931      2609.8275          64000   30.826542    
     40650   317.55101     -407423.91      1190.9985      2626.9471          64000   30.86211     
     40700   316.23793     -407414.91      1172.3187      2616.0846          64000   30.897678    
     40750   317.19796     -407425.71      1209.8174      2624.0265          64000   30.930833    
     40800   316.5967      -407424.09      1318.2503      2619.0526          64000   30.963987    
     40850   313.89047     -407404.05      1121.5857      2596.6652          64000   31.002399    
     40900   313.90713     -407404.96      1285.1958      2596.803           64000   31.040812    
     40950   314.54079     -407411.06      1451.331       2602.045           64000   31.077887    
     41000   314.32324     -407410.71      1348.2901      2600.2453          64000   31.114962    
     41050   314.17181     -407412.18      1323.286       2598.9925          64000   31.15178     
     41100   314.99948     -407421.65      1484.6509      2605.8395          64000   31.188597    
     41150   314.44444     -407419.28      1503.8327      2601.2479          64000   31.223743    
     41200   313.77792     -407412.95      1505.0225      2595.7341          64000   31.258889    
     41250   313.77926     -407412.51      1526.9798      2595.7452          64000   31.294511    
     41300   313.63205     -407411.66      1411.8164      2594.5274          64000   31.330134    
     41350   314.38513     -407417.33      1414.8669      2600.7573          64000   31.367831    
     41400   315.11234     -407425.22      1468.9061      2606.7731          64000   31.405528    
     41450   315.11151     -407426.62      1394.9487      2606.7663          64000   31.442517    
     41500   316.29444     -407437.71      1352.2177      2616.5521          64000   31.479506    
     41550   315.51048     -407433.34      1405.0101      2610.0668          64000   31.517318    
     41600   315.34616     -407434.22      1429.8599      2608.7074          64000   31.55513     
     41650   314.7217      -407430.85      1259.4508      2603.5416          64000   31.588979    
     41700   313.36188     -407420.43      1070.0259      2592.2925          64000   31.622828    
     41750   313.48996     -407421.5       1100.2921      2593.3519          64000   31.658058    
     41800   313.45779     -407421.53      1187.1939      2593.0858          64000   31.693288    
     41850   313.03692     -407418.83      1203.4755      2589.6042          64000   31.731855    
     41900   313.16805     -407418.96      1102.3655      2590.689           64000   31.770423    
     41950   314.1454      -407428.4       1149.3994      2598.7741          64000   31.808191    
     42000   315.07032     -407435.62      1255.6999      2606.4256          64000   31.845959    
     42050   315.03131     -407436.08      1358.6804      2606.1028          64000   31.882592    
     42100   314.31797     -407430.63      1487.3016      2600.2017          64000   31.919225    
     42150   315.21028     -407439.86      1479.3536      2607.5833          64000   31.954314    
     42200   312.545       -407420.35      1440.8911      2585.5348          64000   31.989402    
     42250   314.4338      -407438.08      1577.725       2601.1599          64000   32.023278    
     42300   313.67143     -407434.95      1377.9869      2594.8531          64000   32.057155    
     42350   314.80029     -407448.04      1454.7932      2604.1917          64000   32.097325    
     42400   313.89541     -407443.63      1412.7207      2596.706           64000   32.137496    
     42450   311.80052     -407426.99      1360.1277      2579.376           64000   32.176303    
     42500   312.23381     -407430.61      1418.8599      2582.9604          64000   32.21511     
     42550   311.52435     -407424.4       1371.5359      2577.0914          64000   32.253364    
     42600   313.47386     -407439.55      1376.8936      2593.2188          64000   32.291618    
     42650   313.6932      -407442.28      1390.9949      2595.0333          64000   32.327594    
     42700   314.6157      -407450.36      1296.3296      2602.6647          64000   32.363571    
     42750   315.39586     -407460.04      1408.842       2609.1186          64000   32.401773    
     42800   314.19212     -407451.75      1325.4174      2599.1606          64000   32.439974    
     42850   313.4568      -407446.41      1356.2486      2593.0776          64000   32.47684     
     42900   312.7781      -407442.37      1478.4745      2587.4631          64000   32.513707    
     42950   312.79253     -407443.85      1467.0268      2587.5825          64000   32.546502    
     43000   311.17118     -407430.34      1395.4623      2574.1698          64000   32.579298    
     43050   311.61534     -407433.19      1414.3086      2577.8441          64000   32.617358    
     43100   312.0786      -407436.3       1427.6089      2581.6764          64000   32.655418    
     43150   312.22442     -407437.37      1307.18        2582.8828          64000   32.693608    
     43200   312.948       -407442.78      1220.8289      2588.8686          64000   32.731799    
     43250   311.95592     -407432.52      1113.535       2580.6616          64000   32.768535    
     43300   313.60414     -407446.69      1293.1984      2594.2965          64000   32.805271    
     43350   313.21433     -407444.28      1296.2076      2591.0718          64000   32.843435    
     43400   313.77034     -407449.84      1272.9868      2595.6714          64000   32.8816      
     43450   313.65469     -407449.68      1270.3514      2594.7147          64000   32.916004    
     43500   313.27468     -407446.57      1134.5733      2591.5711          64000   32.950408    
     43550   313.65972     -407450.1       1249.6442      2594.7563          64000   32.985827    
     43600   311.37758     -407431.63      1271.818       2575.8773          64000   33.021247    
     43650   312.53153     -407441.38      1441.7094      2585.4233          64000   33.055701    
     43700   314.52253     -407459.47      1436.6427      2601.8939          64000   33.090155    
     43750   312.5693      -407444.31      1588.9538      2585.7358          64000   33.127901    
     43800   311.04461     -407431.12      1625.3491      2573.1227          64000   33.165648    
     43850   310.90461     -407431.17      1639.0031      2571.9646          64000   33.203101    
     43900   311.29301     -407433.25      1580.9554      2575.1777          64000   33.240553    
     43950   312.36659     -407442.71      1514.8202      2584.0589          64000   33.277182    
     44000   312.30591     -407443.07      1464.9461      2583.5569          64000   33.313811    
     44050   313.46678     -407454.71      1333.773       2593.1602          64000   33.350016    
     44100   313.59626     -407458.33      1527.1021      2594.2314          64000   33.386221    
     44150   312.55065     -407452.49      1269.1677      2585.5815          64000   33.422427    
     44200   312.19234     -407451.83      1351.0885      2582.6174          64000   33.458633    
     44250   311.53337     -407447.31      1347.9751      2577.166           64000   33.496247    
     44300   311.50339     -407448.52      1344.7364      2576.918           64000   33.533861    
     44350   312.64123     -407460.02      1312.3909      2586.3309          64000   33.573135    
     44400   310.95334     -407446.56      1260.815       2572.3677          64000   33.61241     
     44450   311.00888     -407446.73      1245.0174      2572.8272          64000   33.645863    
     44500   310.59482     -407443.48      1268.3832      2569.4018          64000   33.679316    
     44550   310.61365     -407442.16      1334.2427      2569.5576          64000   33.717087    
     44600   309.83887     -407435.96      1300.665       2563.1482          64000   33.754859    
     44650   310.4366      -407439.9       1387.1357      2568.093           64000   33.787692    
     44700   309.86207     -407437.69      1338.6128      2563.3402          64000   33.820526    
     44750   310.49434     -407442.03      1322.2772      2568.5707          64000   33.859356    
     44800   312.27428     -407459.76      1541.5822      2583.2953          64000   33.898186    
     44850   311.00482     -407451.69      1458.0357      2572.7936          64000   33.933529    
     44900   311.00131     -407453.15      1568.8255      2572.7646          64000   33.968872    
     44950   311.69463     -407463.25      1496.32        2578.5001          64000   34.007687    
     45000   310.85564     -407458.22      1445.6783      2571.5595          64000   34.046502    
     45050   308.61596     -407441.88      1314.8296      2553.0317          64000   34.085206    
     45100   309.73714     -407449.36      1497.3228      2562.3067          64000   34.123909    
     45150   309.24824     -407444.92      1422.4373      2558.2622          64000   34.157108    
     45200   309.98119     -407450.14      1418.4728      2564.3256          64000   34.190307    
     45250   310.92014     -407457.84      1455.3282      2572.0931          64000   34.226996    
     45300   311.64403     -407465.75      1529.9922      2578.0815          64000   34.263685    
     45350   309.99122     -407453.17      1385.7719      2564.4086          64000   34.302483    
     45400   310.87963     -407462.37      1593.71        2571.7579          64000   34.34128     
     45450   310.16669     -407457.31      1463.1618      2565.8601          64000   34.373977    
     45500   309.81755     -407454.29      1521.9274      2562.9719          64000   34.406674    
     45550   309.49702     -407451.83      1527.539       2560.3203          64000   34.445769    
     45600   310.10982     -407456.86      1554.7078      2565.3897          64000   34.484864    
     45650   311.40956     -407469.48      1508.1983      2576.1418          64000   34.521028    
     45700   310.11846     -407458.23      1348.2124      2565.4611          64000   34.557192    
     45750   311.24903     -407468.41      1334.2629      2574.8138          64000   34.596393    
     45800   310.01101     -407458.13      1360.4403      2564.5723          64000   34.635593    
     45850   308.12155     -407441.13      1278.7877      2548.9417          64000   34.673199    
     45900   309.30584     -407450.68      1327.7021      2558.7388          64000   34.710805    
     45950   308.75226     -407446.03      1125.0541      2554.1592          64000   34.748747    
     46000   310.12783     -407457.8       1223.7175      2565.5386          64000   34.78669     
     46050   310.18177     -407458.97      1246.2333      2565.9849          64000   34.824824    
     46100   311.50178     -407471.66      1331.0483      2576.9047          64000   34.862957    
     46150   311.15905     -407470.19      1359.8787      2574.0694          64000   34.899762    
     46200   310.801       -407469.36      1412.0876      2571.1075          64000   34.936567    
     46250   310.6082      -407469.81      1594.7808      2569.5125          64000   34.976187    
     46300   309.37909     -407459.68      1525.6632      2559.3447          64000   35.015807    
